gpuaddr,useraddr,size,id,flags,type,usage,sglen
0x967fa000,0x967fa000,4096,37448,----pY,gpumem,texture,1
0x967fc000,0x967fc000,4096,37447,----pY,gpumem,texture,1
0x967fe000,0x967fe000,4096,37446,----pY,gpumem,texture,1
0x96840000,0x96840000,4096,37445,----pY,gpumem,texture,1
0x96842000,0x96842000,4096,37444,----pY,gpumem,texture,1
0x96844000,0x96844000,4096,37443,----pY,gpumem,texture,1
0x96846000,0x96846000,4096,37442,----pY,gpumem,texture,1
0x96848000,0x96848000,4096,37441,----pY,gpumem,texture,1
0x9684a000,0x9684a000,4096,37440,----pY,gpumem,texture,1
0x9684c000,0x9684c000,4096,37439,----pY,gpumem,texture,1
0x9684e000,0x9684e000,4096,37438,----pY,gpumem,texture,1
0x96850000,0x96850000,4096,37437,----pY,gpumem,texture,1
0x96852000,0x96852000,4096,37436,----pY,gpumem,texture,1
0x96854000,0x96854000,4096,37435,----pY,gpumem,texture,1
0x96856000,0x96856000,4096,37434,----pY,gpumem,texture,1
0x96858000,0x96858000,4096,37433,----pY,gpumem,texture,1
0x9685a000,0x9685a000,4096,37432,----pY,gpumem,texture,1
0x9685c000,0x9685c000,4096,37431,----pY,gpumem,texture,1
0x9685e000,0x9685e000,4096,37430,----pY,gpumem,texture,1
0x96860000,0x96860000,4096,37429,----pY,gpumem,texture,1
0x96862000,0x96862000,4096,37428,----pY,gpumem,texture,1
0x96864000,0x96864000,4096,37427,----pY,gpumem,texture,1
0x96866000,0x96866000,4096,37426,----pY,gpumem,texture,1
0x96868000,0x96868000,4096,37425,----pY,gpumem,texture,1
0x9686a000,0x9686a000,4096,37424,----pY,gpumem,texture,1
0x9686c000,0x9686c000,4096,37423,----pY,gpumem,texture,1
0x9686e000,0x9686e000,4096,37422,----pY,gpumem,texture,1
0x96870000,0x96870000,4096,37421,----pY,gpumem,texture,1
0x96872000,0x96872000,4096,37420,----pY,gpumem,texture,1
0x96874000,0x96874000,4096,37419,----pY,gpumem,texture,1
0x96876000,0x96876000,4096,37418,----pY,gpumem,texture,1
0x96878000,0x96878000,4096,37417,----pY,gpumem,texture,1
0x9687a000,0x9687a000,4096,37416,----pY,gpumem,texture,1
0x9687c000,0x9687c000,4096,37415,----pY,gpumem,texture,1
0x9687e000,0x9687e000,4096,37414,----pY,gpumem,texture,1
0x96880000,0x96880000,4096,37413,----pY,gpumem,texture,1
0x96882000,0x96882000,4096,37412,----pY,gpumem,texture,1
0x96884000,0x96884000,4096,37411,----pY,gpumem,texture,1
0x96886000,0x96886000,4096,37410,----pY,gpumem,texture,1
0x96888000,0x96888000,4096,37409,----pY,gpumem,texture,1
0x9688a000,0x9688a000,4096,37408,----pY,gpumem,texture,1
0x9688c000,0x9688c000,4096,37407,----pY,gpumem,texture,1
0x9688e000,0x9688e000,4096,37406,----pY,gpumem,texture,1
0x96890000,0x96890000,4096,37405,----pY,gpumem,texture,1
0x96892000,0x96892000,4096,37404,----pY,gpumem,texture,1
0x96894000,0x96894000,4096,37403,----pY,gpumem,texture,1
0x96896000,0x96896000,4096,37402,----pY,gpumem,texture,1
0x96898000,0x96898000,4096,37401,----pY,gpumem,texture,1
0x9689a000,0x9689a000,4096,37400,----pY,gpumem,texture,1
0x9689c000,0x9689c000,4096,37399,----pY,gpumem,texture,1
0x9689e000,0x9689e000,4096,37398,----pY,gpumem,texture,1
0x968a0000,0x968a0000,4096,37397,----pY,gpumem,texture,1
0x968a2000,0x968a2000,4096,37396,----pY,gpumem,texture,1
0x968a4000,0x968a4000,4096,37395,----pY,gpumem,texture,1
0x968a6000,0x968a6000,4096,37394,----pY,gpumem,texture,1
0x968a8000,0x968a8000,4096,37393,----pY,gpumem,texture,1
0x968aa000,0x968aa000,4096,37392,----pY,gpumem,texture,1
0x968ac000,0x968ac000,4096,37391,----pY,gpumem,texture,1
0x968ae000,0x968ae000,4096,37390,----pY,gpumem,texture,1
0x968b0000,0x968b0000,4096,37389,----pY,gpumem,texture,1
0x968b2000,0x968b2000,4096,37388,----pY,gpumem,texture,1
0x968b4000,0x968b4000,4096,37387,----pY,gpumem,texture,1
0x968b6000,0x968b6000,4096,37386,----pY,gpumem,texture,1
0x968b8000,0x968b8000,4096,37385,----pY,gpumem,texture,1
0x968ba000,0x968ba000,4096,37384,----pY,gpumem,texture,1
0x968bc000,0x968bc000,4096,37383,----pY,gpumem,texture,1
0x968be000,0x968be000,4096,37382,----pY,gpumem,texture,1
0x96900000,0x96900000,4096,37381,----pY,gpumem,texture,1
0x96902000,0x96902000,4096,37380,----pY,gpumem,texture,1
0x96904000,0x96904000,4096,37379,----pY,gpumem,texture,1
0x96906000,0x96906000,4096,37378,----pY,gpumem,texture,1
0x96908000,0x96908000,4096,37377,----pY,gpumem,texture,1
0x9690a000,0x9690a000,4096,37376,----pY,gpumem,texture,1
0x9690c000,0x9690c000,4096,37375,----pY,gpumem,texture,1
0x9690e000,0x9690e000,4096,37374,----pY,gpumem,texture,1
0x96910000,0x96910000,4096,37373,----pY,gpumem,texture,1
0x96912000,0x96912000,4096,37372,----pY,gpumem,texture,1
0x96914000,0x96914000,4096,37371,----pY,gpumem,texture,1
0x96916000,0x96916000,4096,37370,----pY,gpumem,texture,1
0x96918000,0x96918000,4096,37369,----pY,gpumem,texture,1
0x9691a000,0x9691a000,4096,37368,----pY,gpumem,texture,1
0x9691c000,0x9691c000,4096,37367,----pY,gpumem,texture,1
0x9691e000,0x9691e000,4096,37366,----pY,gpumem,texture,1
0x96920000,0x96920000,4096,37365,----pY,gpumem,texture,1
0x96922000,0x96922000,4096,37364,----pY,gpumem,texture,1
0x96924000,0x96924000,4096,37363,----pY,gpumem,texture,1
0x96926000,0x96926000,4096,37362,----pY,gpumem,texture,1
0x96928000,0x96928000,4096,37361,----pY,gpumem,texture,1
0x9692a000,0x9692a000,4096,37360,----pY,gpumem,texture,1
0x9692c000,0x9692c000,4096,37359,----pY,gpumem,texture,1
0x9692e000,0x9692e000,4096,37358,----pY,gpumem,texture,1
0x96930000,0x96930000,4096,37357,----pY,gpumem,texture,1
0x96932000,0x96932000,4096,37356,----pY,gpumem,texture,1
0x96934000,0x96934000,4096,37355,----pY,gpumem,texture,1
0x96936000,0x96936000,4096,37354,----pY,gpumem,texture,1
0x96938000,0x96938000,4096,37353,----pY,gpumem,texture,1
0x9693a000,0x9693a000,4096,37352,----pY,gpumem,texture,1
0x9693c000,0x9693c000,4096,37351,----pY,gpumem,texture,1
0x9693e000,0x9693e000,4096,37350,----pY,gpumem,texture,1
0x96980000,0x96980000,4096,37349,----pY,gpumem,texture,1
0x96982000,0x96982000,4096,37348,----pY,gpumem,texture,1
0x96984000,0x96984000,4096,37347,----pY,gpumem,texture,1
0x96986000,0x96986000,4096,37346,----pY,gpumem,texture,1
0x96988000,0x96988000,4096,37345,----pY,gpumem,texture,1
0x9698a000,0x9698a000,4096,37344,----pY,gpumem,texture,1
0x9698c000,0x9698c000,4096,37343,----pY,gpumem,texture,1
0x9698e000,0x9698e000,4096,37342,----pY,gpumem,texture,1
0x96990000,0x96990000,4096,37341,----pY,gpumem,texture,1
0x96992000,0x96992000,4096,37340,----pY,gpumem,texture,1
0x96994000,0x96994000,4096,37339,----pY,gpumem,texture,1
0x96996000,0x96996000,4096,37338,----pY,gpumem,texture,1
0x96998000,0x96998000,4096,37337,----pY,gpumem,texture,1
0x9699a000,0x9699a000,4096,37336,----pY,gpumem,texture,1
0x9699c000,0x9699c000,4096,37335,----pY,gpumem,texture,1
0x9699e000,0x9699e000,4096,37334,----pY,gpumem,texture,1
0x969a0000,0x969a0000,4096,37333,----pY,gpumem,texture,1
0x969a2000,0x969a2000,4096,37332,----pY,gpumem,texture,1
0x969a4000,0x969a4000,4096,37331,----pY,gpumem,texture,1
0x969a6000,0x969a6000,4096,37330,----pY,gpumem,texture,1
0x969a8000,0x969a8000,4096,37329,----pY,gpumem,texture,1
0x969aa000,0x969aa000,4096,37328,----pY,gpumem,texture,1
0x969ac000,0x969ac000,4096,37327,----pY,gpumem,texture,1
0x969ae000,0x969ae000,4096,37326,----pY,gpumem,texture,1
0x969b0000,0x969b0000,4096,37325,----pY,gpumem,texture,1
0x969b2000,0x969b2000,4096,37324,----pY,gpumem,texture,1
0x969b4000,0x969b4000,4096,37323,----pY,gpumem,texture,1
0x969b6000,0x969b6000,4096,37322,----pY,gpumem,texture,1
0x969b8000,0x969b8000,4096,37321,----pY,gpumem,texture,1
0x969ba000,0x969ba000,4096,37320,----pY,gpumem,texture,1
0x969bc000,0x969bc000,4096,37319,----pY,gpumem,texture,1
0x969be000,0x969be000,4096,37318,----pY,gpumem,texture,1
0x969c0000,0x969c0000,4096,37317,----pY,gpumem,texture,1
0x969c2000,0x969c2000,4096,37316,----pY,gpumem,texture,1
0x969c4000,0x969c4000,4096,37315,----pY,gpumem,texture,1
0x969c6000,0x969c6000,4096,37314,----pY,gpumem,texture,1
0x969c8000,0x969c8000,4096,37313,----pY,gpumem,texture,1
0x969ca000,0x969ca000,4096,37312,----pY,gpumem,texture,1
0x969cc000,0x969cc000,4096,37311,----pY,gpumem,texture,1
0x969ce000,0x969ce000,4096,37310,----pY,gpumem,texture,1
0x969d0000,0x969d0000,4096,37309,----pY,gpumem,texture,1
0x969d2000,0x969d2000,4096,37308,----pY,gpumem,texture,1
0x969d4000,0x969d4000,4096,37307,----pY,gpumem,texture,1
0x969d6000,0x969d6000,4096,37306,----pY,gpumem,texture,1
0x969d8000,0x969d8000,4096,37305,----pY,gpumem,texture,1
0x969da000,0x969da000,4096,37304,----pY,gpumem,texture,1
0x969dc000,0x969dc000,4096,37303,----pY,gpumem,texture,1
0x969de000,0x969de000,4096,37302,----pY,gpumem,texture,1
0x969e0000,0x969e0000,4096,37301,----pY,gpumem,texture,1
0x969e2000,0x969e2000,4096,37300,----pY,gpumem,texture,1
0x969e4000,0x969e4000,4096,37299,----pY,gpumem,texture,1
0x969e6000,0x969e6000,4096,37298,----pY,gpumem,texture,1
0x969e8000,0x969e8000,4096,37297,----pY,gpumem,texture,1
0x969ea000,0x969ea000,4096,37296,----pY,gpumem,texture,1
0x969ec000,0x969ec000,4096,37295,----pY,gpumem,texture,1
0x969ee000,0x969ee000,4096,37294,----pY,gpumem,texture,1
0x969f0000,0x969f0000,4096,37293,----pY,gpumem,texture,1
0x969f2000,0x969f2000,4096,37292,----pY,gpumem,texture,1
0x969f4000,0x969f4000,4096,37291,----pY,gpumem,texture,1
0x969f6000,0x969f6000,4096,37290,----pY,gpumem,texture,1
0x969f8000,0x969f8000,4096,37289,----pY,gpumem,texture,1
0x969fa000,0x969fa000,4096,37288,----pY,gpumem,texture,1
0x969fc000,0x969fc000,4096,37287,----pY,gpumem,texture,1
0x969fe000,0x969fe000,4096,37286,----pY,gpumem,texture,1
0x96a40000,0x96a40000,4096,37285,----pY,gpumem,texture,1
0x96a42000,0x96a42000,4096,37284,----pY,gpumem,texture,1
0x96a44000,0x96a44000,4096,37283,----pY,gpumem,texture,1
0x96a46000,0x96a46000,4096,37282,----pY,gpumem,texture,1
0x96a48000,0x96a48000,4096,37281,----pY,gpumem,texture,1
0x96a4a000,0x96a4a000,4096,37280,----pY,gpumem,texture,1
0x96a4c000,0x96a4c000,4096,37279,----pY,gpumem,texture,1
0x96a4e000,0x96a4e000,4096,37278,----pY,gpumem,texture,1
0x96a50000,0x96a50000,4096,37277,----pY,gpumem,texture,1
0x96a52000,0x96a52000,4096,37276,----pY,gpumem,texture,1
0x96a54000,0x96a54000,4096,37275,----pY,gpumem,texture,1
0x96a56000,0x96a56000,4096,37274,----pY,gpumem,texture,1
0x96a58000,0x96a58000,4096,37273,----pY,gpumem,texture,1
0x96a5a000,0x96a5a000,4096,37272,----pY,gpumem,texture,1
0x96a5c000,0x96a5c000,4096,37271,----pY,gpumem,texture,1
0x96a5e000,0x96a5e000,4096,37270,----pY,gpumem,texture,1
0x96a60000,0x96a60000,4096,37269,----pY,gpumem,texture,1
0x96a62000,0x96a62000,4096,37268,----pY,gpumem,texture,1
0x96a64000,0x96a64000,4096,37267,----pY,gpumem,texture,1
0x96a66000,0x96a66000,4096,37266,----pY,gpumem,texture,1
0x96a68000,0x96a68000,4096,37265,----pY,gpumem,texture,1
0x96a6a000,0x96a6a000,4096,37264,----pY,gpumem,texture,1
0x96a6c000,0x96a6c000,4096,37263,----pY,gpumem,texture,1
0x96a6e000,0x96a6e000,4096,37262,----pY,gpumem,texture,1
0x96a70000,0x96a70000,4096,37261,----pY,gpumem,texture,1
0x96a72000,0x96a72000,4096,37260,----pY,gpumem,texture,1
0x96a74000,0x96a74000,4096,37259,----pY,gpumem,texture,1
0x96a76000,0x96a76000,4096,37258,----pY,gpumem,texture,1
0x96a78000,0x96a78000,4096,37257,----pY,gpumem,texture,1
0x96a7a000,0x96a7a000,4096,37256,----pY,gpumem,texture,1
0x96a7c000,0x96a7c000,4096,37255,----pY,gpumem,texture,1
0x96a7e000,0x96a7e000,4096,37254,----pY,gpumem,texture,1
0x96a80000,0x96a80000,4096,37253,----pY,gpumem,texture,1
0x96a82000,0x96a82000,4096,37252,----pY,gpumem,texture,1
0x96a84000,0x96a84000,4096,37251,----pY,gpumem,texture,1
0x96a86000,0x96a86000,4096,37250,----pY,gpumem,texture,1
0x96a88000,0x96a88000,4096,37249,----pY,gpumem,texture,1
0x96a8a000,0x96a8a000,4096,37248,----pY,gpumem,texture,1
0x96a8c000,0x96a8c000,4096,37247,----pY,gpumem,texture,1
0x96a8e000,0x96a8e000,4096,37246,----pY,gpumem,texture,1
0x96a90000,0x96a90000,4096,37245,----pY,gpumem,texture,1
0x96a92000,0x96a92000,4096,37244,----pY,gpumem,texture,1
0x96a94000,0x96a94000,4096,37243,----pY,gpumem,texture,1
0x96a96000,0x96a96000,4096,37242,----pY,gpumem,texture,1
0x96a98000,0x96a98000,4096,37241,----pY,gpumem,texture,1
0x96a9a000,0x96a9a000,4096,37240,----pY,gpumem,texture,1
0x96a9c000,0x96a9c000,4096,37239,----pY,gpumem,texture,1
0x96a9e000,0x96a9e000,4096,37238,----pY,gpumem,texture,1
0x96aa0000,0x96aa0000,4096,37237,----pY,gpumem,texture,1
0x96aa2000,0x96aa2000,4096,37236,----pY,gpumem,texture,1
0x96aa4000,0x96aa4000,4096,37235,----pY,gpumem,texture,1
0x96aa6000,0x96aa6000,4096,37234,----pY,gpumem,texture,1
0x96aa8000,0x96aa8000,4096,37233,----pY,gpumem,texture,1
0x96aaa000,0x96aaa000,4096,37232,----pY,gpumem,texture,1
0x96aac000,0x96aac000,4096,37231,----pY,gpumem,texture,1
0x96aae000,0x96aae000,4096,37230,----pY,gpumem,texture,1
0x96ab0000,0x96ab0000,4096,37229,----pY,gpumem,texture,1
0x96ab2000,0x96ab2000,4096,37228,----pY,gpumem,texture,1
0x96ab4000,0x96ab4000,4096,37227,----pY,gpumem,texture,1
0x96ab6000,0x96ab6000,4096,37226,----pY,gpumem,texture,1
0x96ab8000,0x96ab8000,4096,37225,----pY,gpumem,texture,1
0x96aba000,0x96aba000,4096,37224,----pY,gpumem,texture,1
0x96abc000,0x96abc000,4096,37223,----pY,gpumem,texture,1
0x96abe000,0x96abe000,4096,37222,----pY,gpumem,texture,1
0x96b00000,0x96b00000,4096,37221,----pY,gpumem,texture,1
0x96b02000,0x96b02000,4096,37220,----pY,gpumem,texture,1
0x96b04000,0x96b04000,4096,37219,----pY,gpumem,texture,1
0x96b06000,0x96b06000,4096,37218,----pY,gpumem,texture,1
0x96b08000,0x96b08000,4096,37217,----pY,gpumem,texture,1
0x96b0a000,0x96b0a000,4096,37216,----pY,gpumem,texture,1
0x96b0c000,0x96b0c000,4096,37215,----pY,gpumem,texture,1
0x96b0e000,0x96b0e000,4096,37214,----pY,gpumem,texture,1
0x96b10000,0x96b10000,4096,37213,----pY,gpumem,texture,1
0x96b12000,0x96b12000,4096,37212,----pY,gpumem,texture,1
0x96b14000,0x96b14000,4096,37211,----pY,gpumem,texture,1
0x96b16000,0x96b16000,4096,37210,----pY,gpumem,texture,1
0x96b18000,0x96b18000,4096,37209,----pY,gpumem,texture,1
0x96b1a000,0x96b1a000,4096,37208,----pY,gpumem,texture,1
0x96b1c000,0x96b1c000,4096,37207,----pY,gpumem,texture,1
0x96b1e000,0x96b1e000,4096,37206,----pY,gpumem,texture,1
0x96b20000,0x96b20000,4096,37205,----pY,gpumem,texture,1
0x96b22000,0x96b22000,4096,37204,----pY,gpumem,texture,1
0x96b24000,0x96b24000,4096,37203,----pY,gpumem,texture,1
0x96b26000,0x96b26000,4096,37202,----pY,gpumem,texture,1
0x96b28000,0x96b28000,4096,37201,----pY,gpumem,texture,1
0x96b2a000,0x96b2a000,4096,37200,----pY,gpumem,texture,1
0x96b2c000,0x96b2c000,4096,37199,----pY,gpumem,texture,1
0x96b2e000,0x96b2e000,4096,37198,----pY,gpumem,texture,1
0x96b30000,0x96b30000,4096,37197,----pY,gpumem,texture,1
0x96b32000,0x96b32000,4096,37196,----pY,gpumem,texture,1
0x96b34000,0x96b34000,4096,37195,----pY,gpumem,texture,1
0x96b36000,0x96b36000,4096,37194,----pY,gpumem,texture,1
0x96b38000,0x96b38000,4096,37193,----pY,gpumem,texture,1
0x96b3a000,0x96b3a000,4096,37192,----pY,gpumem,texture,1
0x96b3c000,0x96b3c000,4096,37191,----pY,gpumem,texture,1
0x96b3e000,0x96b3e000,4096,37190,----pY,gpumem,texture,1
0x96b80000,0x96b80000,4096,37189,----pY,gpumem,texture,1
0x96b82000,0x96b82000,4096,37188,----pY,gpumem,texture,1
0x96b84000,0x96b84000,4096,37187,----pY,gpumem,texture,1
0x96b86000,0x96b86000,4096,37186,----pY,gpumem,texture,1
0x96b88000,0x96b88000,4096,37185,----pY,gpumem,texture,1
0x96b8a000,0x96b8a000,4096,37184,----pY,gpumem,texture,1
0x96b8c000,0x96b8c000,4096,37183,----pY,gpumem,texture,1
0x96b8e000,0x96b8e000,4096,37182,----pY,gpumem,texture,1
0x96b90000,0x96b90000,4096,37181,----pY,gpumem,texture,1
0x96b92000,0x96b92000,4096,37180,----pY,gpumem,texture,1
0x96b94000,0x96b94000,4096,37179,----pY,gpumem,texture,1
0x96b96000,0x96b96000,4096,37178,----pY,gpumem,texture,1
0x96b98000,0x96b98000,4096,37177,----pY,gpumem,texture,1
0x96b9a000,0x96b9a000,4096,37176,----pY,gpumem,texture,1
0x96b9c000,0x96b9c000,4096,37175,----pY,gpumem,texture,1
0x96b9e000,0x96b9e000,4096,37174,----pY,gpumem,texture,1
0x96ba0000,0x96ba0000,4096,37173,----pY,gpumem,texture,1
0x96ba2000,0x96ba2000,4096,37172,----pY,gpumem,texture,1
0x96ba4000,0x96ba4000,4096,37171,----pY,gpumem,texture,1
0x96ba6000,0x96ba6000,4096,37170,----pY,gpumem,texture,1
0x96ba8000,0x96ba8000,4096,37169,----pY,gpumem,texture,1
0x96baa000,0x96baa000,4096,37168,----pY,gpumem,texture,1
0x96bac000,0x96bac000,4096,37167,----pY,gpumem,texture,1
0x96bae000,0x96bae000,4096,37166,----pY,gpumem,texture,1
0x96bb0000,0x96bb0000,4096,37165,----pY,gpumem,texture,1
0x96bb2000,0x96bb2000,4096,37164,----pY,gpumem,texture,1
0x96bb4000,0x96bb4000,4096,37163,----pY,gpumem,texture,1
0x96bb6000,0x96bb6000,4096,37162,----pY,gpumem,texture,1
0x96bb8000,0x96bb8000,4096,37161,----pY,gpumem,texture,1
0x96bba000,0x96bba000,4096,37160,----pY,gpumem,texture,1
0x96bbc000,0x96bbc000,4096,37159,----pY,gpumem,texture,1
0x96bbe000,0x96bbe000,4096,37158,----pY,gpumem,texture,1
0x96bc0000,0x96bc0000,4096,37157,----pY,gpumem,texture,1
0x96bc2000,0x96bc2000,4096,37156,----pY,gpumem,texture,1
0x96bc4000,0x96bc4000,4096,37155,----pY,gpumem,texture,1
0x96bc6000,0x96bc6000,4096,37154,----pY,gpumem,texture,1
0x96bc8000,0x96bc8000,4096,37153,----pY,gpumem,texture,1
0x96bca000,0x96bca000,4096,37152,----pY,gpumem,texture,1
0x96bcc000,0x96bcc000,4096,37151,----pY,gpumem,texture,1
0x96bce000,0x96bce000,4096,37150,----pY,gpumem,texture,1
0x96bd0000,0x96bd0000,4096,37149,----pY,gpumem,texture,1
0x96bd2000,0x96bd2000,4096,37148,----pY,gpumem,texture,1
0x96bd4000,0x96bd4000,4096,37147,----pY,gpumem,texture,1
0x96bd6000,0x96bd6000,4096,37146,----pY,gpumem,texture,1
0x96bd8000,0x96bd8000,4096,37145,----pY,gpumem,texture,1
0x96bda000,0x96bda000,4096,37144,----pY,gpumem,texture,1
0x96bdc000,0x96bdc000,4096,37143,----pY,gpumem,texture,1
0x96bde000,0x96bde000,4096,37142,----pY,gpumem,texture,1
0x96be0000,0x96be0000,4096,37141,----pY,gpumem,texture,1
0x96be2000,0x96be2000,4096,37140,----pY,gpumem,texture,1
0x96be4000,0x96be4000,4096,37139,----pY,gpumem,texture,1
0x96be6000,0x96be6000,4096,37138,----pY,gpumem,texture,1
0x96be8000,0x96be8000,4096,37137,----pY,gpumem,texture,1
0x96bea000,0x96bea000,4096,37136,----pY,gpumem,texture,1
0x96bec000,0x96bec000,4096,37135,----pY,gpumem,texture,1
0x96bee000,0x96bee000,4096,37134,----pY,gpumem,texture,1
0x96bf0000,0x96bf0000,4096,37133,----pY,gpumem,texture,1
0x96bf2000,0x96bf2000,4096,37132,----pY,gpumem,texture,1
0x96bf4000,0x96bf4000,4096,37131,----pY,gpumem,texture,1
0x96bf6000,0x96bf6000,4096,37130,----pY,gpumem,texture,1
0x96bf8000,0x96bf8000,4096,37129,----pY,gpumem,texture,1
0x96bfa000,0x96bfa000,4096,37128,----pY,gpumem,texture,1
0x96bfc000,0x96bfc000,4096,37127,----pY,gpumem,texture,1
0x96bfe000,0x96bfe000,4096,37126,----pY,gpumem,texture,1
0x96c40000,0x96c40000,4096,37125,----pY,gpumem,texture,1
0x96c42000,0x96c42000,4096,37124,----pY,gpumem,texture,1
0x96c44000,0x96c44000,4096,37123,----pY,gpumem,texture,1
0x96c46000,0x96c46000,4096,37122,----pY,gpumem,texture,1
0x96c48000,0x96c48000,4096,37121,----pY,gpumem,texture,1
0x96c4a000,0x96c4a000,4096,37120,----pY,gpumem,texture,1
0x96c4c000,0x96c4c000,4096,37119,----pY,gpumem,texture,1
0x96c4e000,0x96c4e000,4096,37118,----pY,gpumem,texture,1
0x96c50000,0x96c50000,4096,37117,----pY,gpumem,texture,1
0x96c52000,0x96c52000,4096,37116,----pY,gpumem,texture,1
0x96c54000,0x96c54000,4096,37115,----pY,gpumem,texture,1
0x96c56000,0x96c56000,4096,37114,----pY,gpumem,texture,1
0x96c58000,0x96c58000,4096,37113,----pY,gpumem,texture,1
0x96c5a000,0x96c5a000,4096,37112,----pY,gpumem,texture,1
0x96c5c000,0x96c5c000,4096,37111,----pY,gpumem,texture,1
0x96c5e000,0x96c5e000,4096,37110,----pY,gpumem,texture,1
0x96c60000,0x96c60000,4096,37109,----pY,gpumem,texture,1
0x96c62000,0x96c62000,4096,37108,----pY,gpumem,texture,1
0x96c64000,0x96c64000,4096,37107,----pY,gpumem,texture,1
0x96c66000,0x96c66000,4096,37106,----pY,gpumem,texture,1
0x96c68000,0x96c68000,4096,37105,----pY,gpumem,texture,1
0x96c6a000,0x96c6a000,4096,37104,----pY,gpumem,texture,1
0x96c6c000,0x96c6c000,4096,37103,----pY,gpumem,texture,1
0x96c6e000,0x96c6e000,4096,37102,----pY,gpumem,texture,1
0x96c70000,0x96c70000,4096,37101,----pY,gpumem,texture,1
0x96c72000,0x96c72000,4096,37100,----pY,gpumem,texture,1
0x96c74000,0x96c74000,4096,37099,----pY,gpumem,texture,1
0x96c76000,0x96c76000,4096,37098,----pY,gpumem,texture,1
0x96c78000,0x96c78000,4096,37097,----pY,gpumem,texture,1
0x96c7a000,0x96c7a000,4096,37096,----pY,gpumem,texture,1
0x96c7c000,0x96c7c000,4096,37095,----pY,gpumem,texture,1
0x96c7e000,0x96c7e000,4096,37094,----pY,gpumem,texture,1
0x96cc0000,0x96cc0000,4096,37093,----pY,gpumem,texture,1
0x96cc2000,0x96cc2000,4096,37092,----pY,gpumem,texture,1
0x96cc4000,0x96cc4000,4096,37091,----pY,gpumem,texture,1
0x96cc6000,0x96cc6000,4096,37090,----pY,gpumem,texture,1
0x96cc8000,0x96cc8000,4096,37089,----pY,gpumem,texture,1
0x96cca000,0x96cca000,4096,37088,----pY,gpumem,texture,1
0x96ccc000,0x96ccc000,4096,37087,----pY,gpumem,texture,1
0x96cce000,0x96cce000,4096,37086,----pY,gpumem,texture,1
0x96cd0000,0x96cd0000,4096,37085,----pY,gpumem,texture,1
0x96cd2000,0x96cd2000,4096,37084,----pY,gpumem,texture,1
0x96cd4000,0x96cd4000,4096,37083,----pY,gpumem,texture,1
0x96cd6000,0x96cd6000,4096,37082,----pY,gpumem,texture,1
0x96cd8000,0x96cd8000,4096,37081,----pY,gpumem,texture,1
0x96cda000,0x96cda000,4096,37080,----pY,gpumem,texture,1
0x96cdc000,0x96cdc000,4096,37079,----pY,gpumem,texture,1
0x96cde000,0x96cde000,4096,37078,----pY,gpumem,texture,1
0x96ce0000,0x96ce0000,4096,37077,----pY,gpumem,texture,1
0x96ce2000,0x96ce2000,4096,37076,----pY,gpumem,texture,1
0x96ce4000,0x96ce4000,4096,37075,----pY,gpumem,texture,1
0x96ce6000,0x96ce6000,4096,37074,----pY,gpumem,texture,1
0x96ce8000,0x96ce8000,4096,37073,----pY,gpumem,texture,1
0x96cea000,0x96cea000,4096,37072,----pY,gpumem,texture,1
0x96cec000,0x96cec000,4096,37071,----pY,gpumem,texture,1
0x96cee000,0x96cee000,4096,37070,----pY,gpumem,texture,1
0x96cf0000,0x96cf0000,4096,37069,----pY,gpumem,texture,1
0x96cf2000,0x96cf2000,4096,37068,----pY,gpumem,texture,1
0x96cf4000,0x96cf4000,4096,37067,----pY,gpumem,texture,1
0x96cf6000,0x96cf6000,4096,37066,----pY,gpumem,texture,1
0x96cf8000,0x96cf8000,4096,37065,----pY,gpumem,texture,1
0x96cfa000,0x96cfa000,4096,37064,----pY,gpumem,texture,1
0x96cfc000,0x96cfc000,4096,37063,----pY,gpumem,texture,1
0x96cfe000,0x96cfe000,4096,37062,----pY,gpumem,texture,1
0x96d00000,0x96d00000,4096,37061,----pY,gpumem,texture,1
0x96d02000,0x96d02000,4096,37060,----pY,gpumem,texture,1
0x96d04000,0x96d04000,4096,37059,----pY,gpumem,texture,1
0x96d06000,0x96d06000,4096,37058,----pY,gpumem,texture,1
0x96d08000,0x96d08000,4096,37057,----pY,gpumem,texture,1
0x96d0a000,0x96d0a000,4096,37056,----pY,gpumem,texture,1
0x96d0c000,0x96d0c000,4096,37055,----pY,gpumem,texture,1
0x96d0e000,0x96d0e000,4096,37054,----pY,gpumem,texture,1
0x96d10000,0x96d10000,4096,37053,----pY,gpumem,texture,1
0x96d12000,0x96d12000,4096,37052,----pY,gpumem,texture,1
0x96d14000,0x96d14000,4096,37051,----pY,gpumem,texture,1
0x96d16000,0x96d16000,4096,37050,----pY,gpumem,texture,1
0x96d18000,0x96d18000,4096,37049,----pY,gpumem,texture,1
0x96d1a000,0x96d1a000,4096,37048,----pY,gpumem,texture,1
0x96d1c000,0x96d1c000,4096,37047,----pY,gpumem,texture,1
0x96d1e000,0x96d1e000,4096,37046,----pY,gpumem,texture,1
0x96d20000,0x96d20000,4096,37045,----pY,gpumem,texture,1
0x96d22000,0x96d22000,4096,37044,----pY,gpumem,texture,1
0x96d24000,0x96d24000,4096,37043,----pY,gpumem,texture,1
0x96d26000,0x96d26000,4096,37042,----pY,gpumem,texture,1
